Hashtags,Video ID,create_time,username ,region,video_description,like_count,comment_count,share_count,view_count ,Comments
#ukraineinvasionwar,7207494784578063622,2023-3-6,vicenews,Georgia,Russian Foreign Minister Sergey Lavrov was met with laughter at a political conference in New Delhi when he claimed Russia was “trying to stop” the war in Ukraine. #russia #russianinvasion #ukrainewarrussia #ukraine #sergeylavrov #russiaukraine #russiaukrainewar,15400,778,368,267500,"1. Give Russia there land 2. time to dismantle Russia. They've been given more chances than Germany 3. Russia didn’t start this war, NATO did in 2014 4. Putins legacy’s making Russia a joke to the world 5. RUSSIA DID NOT START IT. THE USA DID ALONG WITH UKRAINE AND NATO"
#ukraineinvasionwar,7344461269778599214,2024-3-10,uncoveredgeo,Georgia,Why did Russia Invade Ukraine? #conflict #russia #ukraine #conquest #demographics #geography #history #strength #power #unitedstates #ytshorts #nato #europe #war,2452,200,86,316100,"1. russia IS terrorist cantry 2. Russia was compelled to respond to Warmonger of America/ NATO, offered Peace deals repeatedly but rejected.
Shall Never say Invasion!!! 3. You leave out that Ukraine was bombing Russian speaking parts of Ukraine. 4. Well now NATO also includes Finland and Sweden so if Ukraine is accepted it is even worse for Russia 5. Maybe Russia should stop terrorizing its neighbors maybe"
#ukraineinvasionwar,7305705600812338463,2023-11-27,presidentputinfanpage66,Georgia,#putin #vladimirputin #breakingnews #breaking #ukraine #news #war #russiainvasion #russiaukraine #russiaukraineconflict #ukrainewar,508,132,19,44300,"1. who's attacking Russia, nobody ur attacking and causing all this , time you stepped aside and let someone with out a chip on his shoulder run the coun 2. Good always win from bad in the end. Voldemort Putler sent thousands of Russians to die in Ukraine, he is the enemy and traitor of Russia! 3. 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 4. putler😂😂😂 5. Dictator Putin the great. Honest man. 😂😂"
#ukraineinvasionwar,7256761792758566171,2023-7-17,wilflovatt,Georgia,Russian invasion of ukraine after 18 months 🇷🇺🇺🇦 #russia #ukraine #war #ukrainewar #army #military,914,135,35,82800,1. neither side is winning btw Ukraine kids and russian fanboys 2. this war so pointless bro 3. W ukraine 4. we support Russia 🇷🇺 5. Russians....just go home...leave all of Ukraine...and perhaps...just perhaps the rest of the world will forgive you
#russiavsukraine,7068520418784709914,2022-2-24,itsmekurtdave,Georgia,Ukraine vs Russia War💔 #ukraine #Russia #kurtdavejovita #letspraytogether,1614,26,46,91500,"1. i stand for russia.. 2. praying for your country,people, and family safety🙏 3. I’m crying right now for Ukraine😭 4. Putin is killed man in the world 5. GOD GAVE US A BEAUTIFUL WORLD AND LIFE, BUT LOOK AT US NOW KILLING PEOPLE AND DESTROYING THE ENVIRONMENT.."
#russiavsukraine,7325731447707356446,1-19,operator__ukraine,Georgia,Russian Solider Destorys a Ukrainian solider Memorial #ukraine #russia #military #militarytiktok #miltok #milcommunity #army #armedforces #nato #europe #ukrainevsrussia #russianinvasion2022 #militarycommunity,2462,541,52,405600,"1. even an enemy should show respect to a memorial. pretty low dude 2. Shows he is not a soldier. A real soldier would have down respect for a fallen adversary 3. there is no glory for Russia just mass casualties 4. Слава Россие🇷🇺🇷🇺🇷🇺😍 5. because Ukrainians don’t pose with dead russian body’s or hold there decapitated heads, and definitely don’t kill retreating enemies."
#russiavsukraine,7261260967080725786,2023-7-29,_warzov_,Georgia,🇷🇺🔥✌️☠️☠️☠️ the ukrainians cannot pass the russian defenses😈☠️😂 #ukrainewar #russianarmy #war #armyrussia #militaryrussia #ukrainevsrussia #slavarussia #z #guerreukraine #prorussia #armeeukrainienne #ukrainianarmy #prorusse #russiaukraine #ukrainerussia #spetsnaz #soldatrusse #🇷🇺,41200,1776,1299,2800000,1. СЛАВА УКРАЇНИ ГЕРОЯМ СЛАВА. ДА БУДЕ УКРАЇНИ 🇺🇦ЗСУ НЕ ПРОБАЧИТЬ.🇺🇦🦾✌️ 2. Герої не вмирають🇺🇦 3. Слава Україні Героям Слава 4. слава зсу 5. СЛАВА ГЕРОЯМ УКРАЇНИ СЛАВА ЗСУ
#russiavsukraine,7291808076657741061,2023-10-19,uwm600,Georgia,#Україна #ВійнаУкраїни #Бахмут #Ukraine #ukraine🇺🇦 #ukraine #3cy #ukrainevsrussia,39200,621,797,6100000,1. Ukraine is out of style give up you don't need funding 2. wait the ukr disaster is still on??? I thought we switched to the middle east Channel 3. 💪prayers for all of you!! 4. Glory to Ukraine may your guardian Angel keep you safe yet again Canada stand with you thanks for fighting for freedom 5. Stay safe 🙏🏻🇺🇦🇺🇦
#russiavsukraine,7269934890915826949,2023-8-21,wikifinance,Georgia,Ukrainian Drones take out Russian tanks #ukraine #russian #tanks #drone,3475,112,232,131400,1. Did we just watch an entire Russian squad get blown to pieces? Sweet 2. The Russians on a smoke break right as a drone plows into them 🤣🤣🤣🤣🤣🤣🤣 3. brilliant that drones can do so much damage and keep the ukraine 🇺🇦 heroes far from the fight 4. 🇺🇦 Slava Ukraini! 🇺🇦 5. you better hope Russia don't go all out and wipe Ukraine off the map which they can do anytime they want
#nato#ukraine#russia,7204218734251314478,2023-2-25,thewarclips,Georgia,Ukraine vs Russia “Behind the Scenes” -thewarclips #ukraine #russia #ukrainevsrussia,1207,97,31,136600,1. So many lives for what ? Two cowards hidden in their goverment 2. Slava Russia 🇷🇺💪 3. #slavaukraini 4. i’m sorry no one deserves this 5. putins keyboard warriors are busy earning their potatoes on this story. fuck Russia the terrorist country. putin will fail
#nato#ukraine#russia,7341188040515144978,2-29,sbsnews_au,Georgia,"NATO countries risk nuclear conflict if they send troops to Ukraine, Russian President Vladimir Putin warned during his annual address to the Russian parliament.",79000,127,4801,2500000,"1. .... if Russia can't take little ukrain how the hell does it expect to win against NATO 2. NATO and the WEF are the enemy of humanity . not Russia he has asked for peace talks and Boris Johnson was ordered to say no 3. That shows that Putin knows that Russia can not beat NATO and he is willing to destroy the whole world instead of admitting defeat! 4. Western leaders keep pushing for war because they have lost thr support of their own people. 5. Mr Putin, Were not Interested in a Fight just to Protect Peace. That's All. You can do the Same. Respect Each Other"
#nato#ukraine#russia,7226419253614873862,2023-4-26,thenewguardsmedia,Georgia,NATO expansion OBVIOUSLY was the direct cause of the war in Ukraine #ukraine #russia #NATO #putin #mattlee #johnkirby,708,100,107,18800,"1. Facts and they had an agreement with Russia that NATO wouldn’t move closer to Russia. 2. NATO is a warmonger alliance. 3. Well Russia gives out warnings and act in defense. And rest of the world blames Russia what a joke 4. under the Russia agreement Ukraine was supposed to stay neutral.🤷‍♂️TELL ME IM LYING 5. He said it wasn’t NATO who destabilised the region in Ukraine, but who forcibly removed Ukraine’s democratically elected president in 2014 then"
#nato#ukraine#russia,7259866793546714410,2023-7-25,philipdefranco,Georgia,"Russia Bombs NATO Ship #russia #ukraine Russia just hit a NATO ship while it was bombing a Ukrainian port. The civilian ship belonged to Romania and it was struck in the Ukrainian port of Reni. The ship was able to complete its voyage despite minor damage. No Romanian citizens were injured. If Russia continues to bomb Ukrainian ports, they will only raise the risk of NATO involvement.",153200,2610,2664,1700000,"1. Why do people keep saying russia is risking nato involvement when nato are already involved with billions of dollars of weapons and training? 2. Im Romanian and this war has to stop. This is a brother war. Stop killing each other mercilessly. People are dying needlessly, Russians and Ukrainians 3. I somehow now feel like my 20’s are going to be spent getting drafted and sent to a trench line in Ukraine 😅 4. they want nato to get involved, but don't wanna outright bomb nato so they can pull a north Korea and blame everything on nato 5. okay I know I shouldn't be saying this but I really want to see what Russia's reaction is when they realize they start world war III"
#nato#ukraine#russia,7345599659118791941,2024-3-12,news.melt,Georgia,WHY IS HE SMILING? #russia #cia #ukraine #ukrainewar #russian #usarmy #usnavy #tiktokusa #tiktokcanada #tiktoknews #tiktokuni #ukrainewar #military #militarytiktok #war #warzone #trending #fyp #foryou #nato #natok #army #breakingnews #news,64,16,2,1426,"1. Russia is playing chess ♟️America is still working out what gender they want to be…. USA dollar is about to collapse after April 1st 2024! 2. The Russian bots are alive and well in these comments. I guess it’s a good job for them.. beats dying for Putin. 3. American propaganda 4. Slava 🇺🇦 5. French army leaked report“Ukraine cannot win this war militarily,”“Make no mistake, up against the Russians we are an army of cheerleaders!”"
#nato#ukraine#russia,7341147705940380971,2-29,joeycontino2,Georgia,"2/29 BREAKING - If Ukraine Loses, NATO will Fight Russia - Lloyd Austin #putin #armedforcesofukraine #warinukraine #russianinvasion #ukrainewar #supportukraine #standwithukraine #славаукраїні #героямслава #ukrainewillwin #Kherson #Mykolaiv #donhesk #Luhansk #zaporizhzhia🇺🇦 #bakhmut🇺🇦 #Ukraine",12400,1544,240,240600,"1. Ukraine will not lose 🇺🇦 2. Appeasement of a dictator marching thru Europe didn’t work last time & won’t now 3. we should let Russia have what they want. it is better than war. war between nato and Russia means annihilation of humanity in nuclear war. 4. Ukraine already lost, get ready 5. Let's go. Stop Putin now or pay a higher price later."
#nato#ukraine#russia,7315744485634215186,2023-12-23,_murometz_,Georgia,Why did Russia attack Ukraine? #trending #war #russia #ukraine #country #viral,21600,714,509,1100000,1. Russia is occupying Georgia 🤬🤬🤬🤬🤬 2. Vote ekatarina For Peace🕊☮️RUSSIA IS STRONG WE DON'T NEED A DICTATORSHIP 3. 🇺🇦🤝🇺🇸 Nato Will Win 🏆 BE A WORLD PEACE 4. самый умный политик 5. Glory to Ukraine
#nato#ukraine#russia,7344273858943388970,2024-3-9,militarynews_us,Georgia,#russiaarmy #armyusa🇺🇸 #ukrainearmy #nato #news #military #militaryusa #USMilitary #Military #armyrussia #army,2444,106,144,56900,"1. My special love & support to Russia,China,Iran & North K.This 4 nations are pride to the world.If not God is usin them to defend the world,u.s govt,nato & others u.s forces puppets would have finish 2. urrrrrA Russia ❤️ 3. Super Mighty Russia....The balance if power for humanity 4. thank you putin 5. We just need to stop fighting we need world peace 🙏🙈"
#nato#ukraine#russia,7224704873906867502,2023-4-21,toputinperspective,Georgia,#ukraine could simply not join #nato as it would start WW3 with #russia over crimea😬👀🤔 (02/2022),145700,7246,6466,3400000,"1. Russia is the most powerful nuclear weapon country don't forget china,india, north Korea they're all with Russia!!!! 2. it's going to be a war but not world war 3 it has to be civil war 3. listen carefuly Putler. you. are. gone. dont put your nose to other countries ever again... 4. They have Russia surrounded by military bases. Imagine this done to us in Mexico and Canada. NATO IS CANCER! Not our enemy ❤️💙Russia n USA 5. God bless Russia"
#nato#ukraine#russia,7289116328827374891,2023-10-12,angelsofmotherland,Georgia,What if Putin wins #russiawarukraine #russiavsukraine #russiaeconomy #natoandrussia #putinupdatetoday #shortsvideoclips,3221,237,87,143100,1. I support Russia Putin is good 2. Putin is a great president 3. putin is a hero 4. Putin is too smart for the nato puppets 5. wrong Ukraine will be better off with Russia
#nato#ukraine#russia,7299517878917778694,2023-11-9,bubble.fights.back,Georgia,#russia #nato #norway #russiawarukraine #russiaarmy #russiatoday,4961,1468,144,311900,"1. nato is the reason he invaded Ukraine. nato pushed east too far and he warned us before and he warned us if we didn't listen this time he'd invade Ukraine did we listen..NO... 2. It's been peaceful amongst NATO regions. Did he mention Syria, Lybia, Yugoslavia, all countries in the med. 3. We are not a threat, but just incase we are building war bases around you, dont worry we are just expanding around you… not because of you🤡 4. Oh really??? Putting US weapons on NATO countries is not a threat to Russia? Would US allow weapons on its neighbour?? 5. Oh really??? Putting US weapons on NATO countries is not a threat to Russia? Would US allow weapons on its neighbour?? 6. UKRAINE 🇺🇦 FOREVER 🇺🇦 FREEDOM 🇺🇦 🇺🇦"
